source_db,db_id,url,publication_refs,province,findspot_modern,findspot_ancient,type,text,date_from,date_to,date_basis_if_stated,person,rank,include,notes
EDCS,EDCS-49601871,https://edcs.hist.uzh.ch/monument/EDCS-49601871,"RIB 02 04, 02462,12,24",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,24); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601872,https://edcs.hist.uzh.ch/monument/EDCS-49601872,"RIB 02 04, 02462,12,25",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,25); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601873,https://edcs.hist.uzh.ch/monument/EDCS-49601873,"RIB 02 04, 02462,12,26",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,26); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601874,https://edcs.hist.uzh.ch/monument/EDCS-49601874,"RIB 02 04, 02462,12,27",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,27); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601875,https://edcs.hist.uzh.ch/monument/EDCS-49601875,"RIB 02 04, 02462,12,28",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,28); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601876,https://edcs.hist.uzh.ch/monument/EDCS-49601876,"RIB 02 04, 02462,12,29",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,29); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601877,https://edcs.hist.uzh.ch/monument/EDCS-49601877,"RIB 02 04, 02462,12,30",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,30); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601878,https://edcs.hist.uzh.ch/monument/EDCS-49601878,"RIB 02 04, 02462,12,31",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,31); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601879,https://edcs.hist.uzh.ch/monument/EDCS-49601879,"RIB 02 04, 02462,12,32",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,32); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601880,https://edcs.hist.uzh.ch/monument/EDCS-49601880,"RIB 02 04, 02462,12,33",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,33); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601881,https://edcs.hist.uzh.ch/monument/EDCS-49601881,"RIB 02 04, 02462,12,34",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,34); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601882,https://edcs.hist.uzh.ch/monument/EDCS-49601882,"RIB 02 04, 02462,11,1",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,11,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601883,https://edcs.hist.uzh.ch/monument/EDCS-49601883,"RIB 02 04, 02462,11,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,11,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601884,https://edcs.hist.uzh.ch/monument/EDCS-49601884,"RIB 02 04, 02462,11,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,11,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601885,https://edcs.hist.uzh.ch/monument/EDCS-49601885,"RIB 02 04, 02462,11,4",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,11,4); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601886,https://edcs.hist.uzh.ch/monument/EDCS-49601886,"RIB 02 04, 02462,10",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX H]isp(ana),,,EDCS: undated,-,tile stamp [Legio IX H]ispana,yes,"Stamped tile (RIB 02 04, 02462,10); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601887,https://edcs.hist.uzh.ch/monument/EDCS-49601887,"RIB 02 04, 02462,09c,1",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09c,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601888,https://edcs.hist.uzh.ch/monument/EDCS-49601888,"RIB 02 04, 02462,09c,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09c,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601889,https://edcs.hist.uzh.ch/monument/EDCS-49601889,"RIB 02 04, 02462,09c,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09c,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601890,https://edcs.hist.uzh.ch/monument/EDCS-49601890,"RIB 02 04, 02462,09c,4",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09c,4); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601891,https://edcs.hist.uzh.ch/monument/EDCS-49601891,"RIB 02 04, 02462,09b,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09b,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601892,https://edcs.hist.uzh.ch/monument/EDCS-49601892,"RIB 02 04, 02462,09b,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09b,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601893,https://edcs.hist.uzh.ch/monument/EDCS-49601893,"RIB 02 04, 02462,09a,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09a,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601894,https://edcs.hist.uzh.ch/monument/EDCS-49601894,"RIB 02 04, 02462,09a,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09a,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601895,https://edcs.hist.uzh.ch/monument/EDCS-49601895,"RIB 02 04, 02462,09a,4",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09a,4); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601896,https://edcs.hist.uzh.ch/monument/EDCS-49601896,"RIB 02 04, 02462,09,08",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,08); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601897,https://edcs.hist.uzh.ch/monument/EDCS-49601897,"RIB 02 04, 02462,09,09",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,09); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601898,https://edcs.hist.uzh.ch/monument/EDCS-49601898,"RIB 02 04, 02462,09,10",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,10); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601899,https://edcs.hist.uzh.ch/monument/EDCS-49601899,"RIB 02 04, 02462,09,11",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,11); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601900,https://edcs.hist.uzh.ch/monument/EDCS-49601900,"RIB 02 04, 02462,09,12",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,12); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601901,https://edcs.hist.uzh.ch/monument/EDCS-49601901,"RIB 02 04, 02462,09,13",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,13); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601902,https://edcs.hist.uzh.ch/monument/EDCS-49601902,"RIB 02 04, 02462,09,14",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,14); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601903,https://edcs.hist.uzh.ch/monument/EDCS-49601903,"RIB 02 04, 02462,09,15",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,15); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601904,https://edcs.hist.uzh.ch/monument/EDCS-49601904,"RIB 02 04, 02462,09,16",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,16); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601905,https://edcs.hist.uzh.ch/monument/EDCS-49601905,"RIB 02 04, 02462,09,17",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,17); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601906,https://edcs.hist.uzh.ch/monument/EDCS-49601906,"RIB 02 04, 02462,09,18",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,18); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601907,https://edcs.hist.uzh.ch/monument/EDCS-49601907,"RIB 02 04, 02462,09,19",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,19); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601908,https://edcs.hist.uzh.ch/monument/EDCS-49601908,"RIB 02 04, 02462,09,20",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,20); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601909,https://edcs.hist.uzh.ch/monument/EDCS-49601909,"RIB 02 04, 02462,09,21",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,21); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601910,https://edcs.hist.uzh.ch/monument/EDCS-49601910,"RIB 02 04, 02462,09,22",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,22); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601911,https://edcs.hist.uzh.ch/monument/EDCS-49601911,"RIB 02 04, 02462,09,23",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,23); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601912,https://edcs.hist.uzh.ch/monument/EDCS-49601912,"RIB 02 04, 02462,09,24",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,24); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601913,https://edcs.hist.uzh.ch/monument/EDCS-49601913,"RIB 02 04, 02462,09,25",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,25); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601914,https://edcs.hist.uzh.ch/monument/EDCS-49601914,"RIB 02 04, 02462,09,26",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,26); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601915,https://edcs.hist.uzh.ch/monument/EDCS-49601915,"RIB 02 04, 02462,09,27",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,27); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601916,https://edcs.hist.uzh.ch/monument/EDCS-49601916,"RIB 02 04, 02462,09,28",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,28); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601917,https://edcs.hist.uzh.ch/monument/EDCS-49601917,"RIB 02 04, 02462,09,29",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,29); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601918,https://edcs.hist.uzh.ch/monument/EDCS-49601918,"RIB 02 04, 02462,09,30",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,30); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601919,https://edcs.hist.uzh.ch/monument/EDCS-49601919,"RIB 02 04, 02462,09,31",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,31); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601920,https://edcs.hist.uzh.ch/monument/EDCS-49601920,"RIB 02 04, 02462,09,32",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,32); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601921,https://edcs.hist.uzh.ch/monument/EDCS-49601921,"RIB 02 04, 02462,09,33",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,33); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601922,https://edcs.hist.uzh.ch/monument/EDCS-49601922,"RIB 02 04, 02462,09,34",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,34); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601923,https://edcs.hist.uzh.ch/monument/EDCS-49601923,"RIB 02 04, 02462,09,35",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,35); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601924,https://edcs.hist.uzh.ch/monument/EDCS-49601924,"RIB 02 04, 02462,09,36",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,36); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601925,https://edcs.hist.uzh.ch/monument/EDCS-49601925,"RIB 02 04, 02462,09,01",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io)] IX [Hisp(ana)],,,EDCS: undated,-,tile stamp [Legio] IX [Hispana],yes,"Stamped tile (RIB 02 04, 02462,09,01); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601926,https://edcs.hist.uzh.ch/monument/EDCS-49601926,"RIB 02 04, 02462,08,1",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX] Hisp(ana),,,EDCS: undated,-,tile stamp [Legio IX] Hispana,yes,"Stamped tile (RIB 02 04, 02462,08,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601927,https://edcs.hist.uzh.ch/monument/EDCS-49601927,"RIB 02 04, 02462,08,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX] Hisp(ana),,,EDCS: undated,-,tile stamp [Legio IX] Hispana,yes,"Stamped tile (RIB 02 04, 02462,08,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601928,https://edcs.hist.uzh.ch/monument/EDCS-49601928,"RIB 02 04, 02462,07,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601929,https://edcs.hist.uzh.ch/monument/EDCS-49601929,"RIB 02 04, 02462,07,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601930,https://edcs.hist.uzh.ch/monument/EDCS-49601930,"RIB 02 04, 02462,07,4",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,4); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601931,https://edcs.hist.uzh.ch/monument/EDCS-49601931,"RIB 02 04, 02462,07,5",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,5); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601932,https://edcs.hist.uzh.ch/monument/EDCS-49601932,"RIB 02 04, 02462,07,6",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,6); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601933,https://edcs.hist.uzh.ch/monument/EDCS-49601933,"RIB 02 04, 02462,07,7",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,7); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601934,https://edcs.hist.uzh.ch/monument/EDCS-49601934,"RIB 02 04, 02462,07,8",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,8); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601935,https://edcs.hist.uzh.ch/monument/EDCS-49601935,"RIB 02 04, 02462,07,9",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,9); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601936,https://edcs.hist.uzh.ch/monument/EDCS-49601936,"RIB 02 04, 02462,06,1",Britannia,York / Eboracum,,milites; sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,06,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601937,https://edcs.hist.uzh.ch/monument/EDCS-49601937,"RIB 02 04, 02462,06,2",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,06,2); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601938,https://edcs.hist.uzh.ch/monument/EDCS-49601938,"RIB 02 04, 02462,06,3",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,06,3); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601939,https://edcs.hist.uzh.ch/monument/EDCS-49601939,"RIB 02 04, 02462,05,1",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,05,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
